,bid,methodId,ep,np,ef,nf,label
6908,3,org.joda.time.chrono.IslamicChronology$assemble<Lorg/joda/time/chrono/AssembledChronology$Fields;>,158371122951176.0,3249236068293074.0,2413742073826.0,21380023850074.0,False
6909,3,org.joda.time.LocalDateTime$<init><IIIIIIILorg/joda/time/Chronology;>,2072790183492.0,42525757499908.0,31591627905.0,279819677615.0,False
6910,3,org.joda.time.DateTime$Property$setCopy<Ljava/lang/String;>,87541183.0,1795843537.0,1334240.0,11816576.0,False
6911,3,org.joda.time.chrono.GJEraDateTimeField$get<J>,1.0326228711221465e+21,2.7688332672524796e+23,1.2953846689696307e+17,1.9404307080912967e+21,False
6912,3,org.joda.time.chrono.LimitChronology$LimitDurationField$getMillis<JJ>,3124085.0,28591005.0,22718.0,198734.0,False
6913,3,org.joda.time.field.DecoratedDateTimeField$getRangeDurationField<>,5162.0,2858.0,46.0,10.0,False
6914,3,org.joda.time.chrono.BasicWeekyearDateTimeField$getDifferenceAsLong<JJ>,358812.0,1156968.0,4136.0,6448.0,False
6915,3,org.joda.time.format.PeriodFormatterBuilder$FieldFormatter$setFieldValue<Lorg/joda/time/ReadWritablePeriod;II>,3424.0,842686.0,0.0,5908.0,False
6916,3,org.joda.time.format.DateTimeParserBucket$sort<[Lorg/joda/time/format/DateTimeParserBucket$SavedField;I>,1.4949447272016055e+21,3.0799208746809406e+22,2.2776650709623464e+19,2.027186852685083e+20,False
6917,3,org.joda.time.format.ISODateTimeFormat$Constants$dateHourMinuteSecond<>,1.6349745668409389e+34,3.400602888441071e+35,1.4766551869341756e+32,2.3409831013441025e+33,False
6918,3,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField$get<J>,68705.0,211995.0,808.0,1152.0,False
6919,3,org.joda.time.format.DateTimeFormat$forPattern<Ljava/lang/String;>,31135606.0,252712244.0,290736.0,1691244.0,False
6920,3,org.joda.time.chrono.GJLocaleSymbols$getMonthMaxTextLength<>,336.0,71844.0,13.0,491.0,False
6921,3,org.joda.time.base.BasePeriod$setFieldInto<[ILorg/joda/time/DurationFieldType;I>,1.8077320343911244e+16,4.297970024880076e+17,271900548050018.0,2855401456761386.0,False
6922,3,org.joda.time.Days$toStandardSeconds<>,699.0,75491.0,0.0,532.0,False
6923,3,org.joda.time.format.ISODateTimeFormat$Constants$yearMonthDay<>,4.061086876196777e+28,8.446734338884312e+29,3.667839088269748e+26,5.814752369031169e+27,False
6924,3,org.joda.time.base.AbstractInterval$getStart<>,1.8148577412199056e+16,3.723479152841744e+17,276603229029932.0,2450055572840008.0,False
6925,3,org.joda.time.base.AbstractDateTime$toString<Ljava/lang/String;>,31142175.0,252705675.0,290776.0,1691204.0,False
6926,3,org.joda.time.tz.ZoneInfoProvider$openResource<Ljava/lang/String;>,15147.0,28963.0,234.0,74.0,False
6927,3,org.joda.time.base.BaseDateTime$<init><Ljava/lang/Object;Lorg/joda/time/Chronology;>,4.7922284108454106e+17,9.83204401855218e+18,7303855524445179.0,6.469501531591099e+16,False
6928,3,org.joda.time.Interval$withPeriodAfterStart<Lorg/joda/time/ReadablePeriod;>,137057775.0,2810637085.0,2101270.0,18481138.0,False
6929,3,org.joda.time.LocalDateTime$minusDays<I>,2893472499503.0,59392093814277.0,44095241554.0,390816443430.0,False
6930,3,org.joda.time.format.DateTimeFormatter$print<J>,2.657502802352203e+19,5.4772273007908526e+20,4.0487792807392474e+17,3.6051812307472737e+18,False
6931,3,org.joda.time.DateMidnight$Property$getField<>,26.0,3984.0,0.0,28.0,False
6932,3,org.joda.time.LocalDateTime$secondOfMinute<>,5786994.0,273192716.0,42630.0,1905358.0,False
6933,3,org.joda.time.IllegalInstantException$<init><Ljava/lang/String;>,2.8896314350540346e+22,2.1286717604336358e+24,3.466573623894059e+20,1.4718655877998847e+22,False
6934,3,org.joda.time.format.ISODateTimeFormat$hourMinute<>,2.0,4008.0,0.0,28.0,False
6935,3,org.joda.time.LocalDate$withField<Lorg/joda/time/DateTimeFieldType;I>,145722115926.0,2989687584884.0,2220963223.0,19672171845.0,False
6936,3,org.joda.time.format.DateTimeFormatterBuilder$appendYearOfEra<II>,3.798202415289991e+18,4.5213937087626945e+19,4.572164014263839e+16,2.965077628702479e+17,False
6937,3,org.joda.time.format.DateTimeParserBucket$setZone<Lorg/joda/time/DateTimeZone;>,14810.0,225790.0,195.0,1485.0,False
6938,3,org.joda.time.LocalTime$toDateTimeToday<>,4.0,8016.0,0.0,56.0,False
6939,3,org.joda.time.chrono.LimitChronology$getUpperLimit<>,1.518876478701961e+21,3.116224695948122e+22,2.3149260409066414e+19,2.0504811023161423e+20,False
6940,3,org.joda.time.PeriodType$millis<>,4333311269844.0,88095342670516.0,65484676468.0,579902433340.0,False
6941,3,org.joda.time.Seconds$readResolve<>,9447399163675932.0,2.231157173870592e+17,142187685394880.0,1481694425183820.0,False
6942,3,org.joda.time.tz.CachedDateTimeZone$nextTransition<J>,27.0,3983.0,0.0,28.0,False
6943,3,org.joda.time.field.LenientDateTimeField$getInstance<Lorg/joda/time/DateTimeField;Lorg/joda/time/Chronology;>,9.585711178295e+17,1.9666661672074904e+19,1.4609622803250708e+16,1.294069652559322e+17,False
6944,3,org.joda.time.chrono.AssembledChronology$centuries<>,3386.0,624.0,26.0,2.0,False
6945,3,org.joda.time.Partial$<init><[Lorg/joda/time/DateTimeFieldType;[I>,71.0,7949.0,0.0,56.0,False
6946,3,org.joda.time.convert.ConverterManager$getDurationConverter<Ljava/lang/Object;>,4.4374482484551795e+17,9.104154210432377e+18,6763133584671196.0,5.990548810804232e+16,False
6947,3,org.joda.time.format.ISODateTimeFormat$Constants$dateTimeNoMillis<>,2.054856687865353e+21,1.6716703015942073e+22,1.9246519396979913e+19,1.1182671544257325e+20,False
6948,3,org.joda.time.field.BaseDateTimeField$addWrapField<Lorg/joda/time/ReadablePartial;I[II>,1.681268363833693e+20,3.4535317886776566e+21,2.5621738664429896e+18,2.2726215535479394e+19,False
6949,3,org.joda.time.tz.DateTimeZoneBuilder$PrecalculatedZone$nextTransition<J>,7661.0,64519.0,383.0,121.0,False
6950,3,org.joda.time.tz.ZoneInfoCompiler$parseDataFile<Ljava/io/BufferedReader;>,145382376404715.0,2982881044999635.0,2215759955227.0,19627475904953.0,False
6951,3,org.joda.time.base.AbstractPartial$getField<I>,1.0961519639666806e+17,2.248960063119663e+18,1670646138831935.0,1.4798208541082596e+16,False
6952,3,org.joda.time.YearMonth$Property$<init><Lorg/joda/time/YearMonth;I>,279.0,63881.0,0.0,448.0,False
6953,3,org.joda.time.field.SkipDateTimeField$get<J>,386649271.0,7932183949.0,5892879.0,52193737.0,False
6954,3,org.joda.time.DateTimeZone$getConvertedId<Ljava/lang/String;>,22116.0,314724.0,261.0,2091.0,False
6955,3,org.joda.time.chrono.ISOChronology$withUTC<>,2995.0,1015.0,22.0,6.0,False
6956,3,org.joda.time.chrono.BasicFixedMonthChronology$getMonthOfYear<J>,15566.0,48594.0,182.0,266.0,False
6957,3,org.joda.time.YearMonthDay$<init><Lorg/joda/time/DateTimeZone;>,18893991589.0,388108890191.0,287891224.0,2554024160.0,False
6958,3,org.joda.time.Minutes$plus<Lorg/joda/time/Minutes;>,92744952519188.0,1903214932537272.0,1413467885778.0,12523409117110.0,False
6959,3,org.joda.time.chrono.ISOYearOfEraDateTimeField$<init><>,3.7983769710050995e+18,4.521396925618181e+19,4.572298049955269e+16,2.965078659745703e+17,False
6960,3,org.joda.time.format.PeriodFormatterBuilder$FieldFormatter$<init><IIIZI[Lorg/joda/time/format/PeriodFormatterBuilder$FieldFormatter;Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;>,7.202300964745438e+21,1.7110889381285055e+23,1.0833757442281734e+20,1.1367281247723667e+21,False
6961,3,org.joda.time.Hours$toString<>,61574.0,16575916.0,0.0,116172.0,False
6962,3,org.joda.time.field.UnsupportedDateTimeField$getAsText<ILjava/util/Locale;>,7.0,28063.0,0.0,196.0,False
6963,3,org.joda.time.format.DateTimeFormatterBuilder$Fraction$estimateParsedLength<>,866.0,3144.0,9.0,19.0,False
6964,3,org.joda.time.DateTimeComparator$getInstance<Lorg/joda/time/DateTimeFieldType;Lorg/joda/time/DateTimeFieldType;>,6905.0,25175.0,52.0,172.0,False
6965,3,org.joda.time.TimeOfDay$Property$withMinimumValue<>,1.792751326656628e+17,3.678182138265253e+18,2732330974680938.0,2.4202532762492536e+16,False
6966,3,org.joda.time.LocalDateTime$Property$getLocalDateTime<>,8.0,4002.0,0.0,28.0,False
6967,3,org.joda.time.MutableDateTime$setZoneRetainFields<Lorg/joda/time/DateTimeZone;>,24132671222581.0,495092438114489.0,367811592704.0,3257700392692.0,False
6968,3,org.joda.time.field.PreciseDurationField$<init><Lorg/joda/time/DurationFieldType;J>,19304.0,36836.0,142.0,250.0,False
6969,3,org.joda.time.LocalDateTime$withField<Lorg/joda/time/DateTimeFieldType;I>,1246102904021.0,25564780406109.0,18992072066.0,168216090698.0,False
6970,3,org.joda.time.field.AbstractPartialFieldProperty$getAsString<>,13.0,3997.0,0.0,28.0,False
6971,3,org.joda.time.field.SkipDateTimeField$getMinimumValue<>,929.0,3081.0,2.0,26.0,False
6972,3,org.joda.time.field.ZeroIsMaxDateTimeField$getLeapDurationField<>,2.9971374358915428e+22,5.984759669459479e+24,1.2899921310478732e+20,4.186912278861963e+22,False
6973,3,org.joda.time.Period$<init><JLorg/joda/time/PeriodType;>,2621.0,181839.0,0.0,1288.0,False
6974,3,org.joda.time.DateTimeUtils$setCurrentMillisSystem<>,5698.0,2322.0,34.0,22.0,False
6975,3,org.joda.time.Duration$getStandardHours<>,139.0,15901.0,0.0,112.0,False
6976,3,org.joda.time.chrono.ZonedChronology$ZonedDurationField$hashCode<>,2.3967741995865565e+17,4.917376115591177e+18,3652933659006542.0,3.235641771141623e+16,False
6977,3,org.joda.time.field.AbstractReadableInstantFieldProperty$getFieldType<>,1783.0,186687.0,0.0,1316.0,False
6978,3,org.joda.time.format.PeriodFormatterBuilder$Literal$printTo<Ljava/lang/StringBuffer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;>,34.0,3976.0,0.0,28.0,False
6979,3,org.joda.time.MutableDateTime$secondOfMinute<>,110817819770759.0,2273541412920471.0,1688989678969.0,14959902718875.0,False
6980,3,org.joda.time.format.DateTimeFormatterBuilder$appendPattern<Ljava/lang/String;>,29.0,12001.0,27.0,57.0,False
6981,3,org.joda.time.MutablePeriod$<init><JJLorg/joda/time/PeriodType;Lorg/joda/time/Chronology;>,45.0,20005.0,0.0,140.0,False
6982,3,org.joda.time.DateMidnight$withField<Lorg/joda/time/DateTimeFieldType;I>,233849.0,4682411.0,3548.0,30780.0,False
6983,3,org.joda.time.MutableDateTime$copy<>,3.0,8017.0,0.0,56.0,False
6984,3,org.joda.time.Seconds$parseSeconds<Ljava/lang/String;>,9447399147903748.0,2.231157131283398e+17,142187685394880.0,1481694395336996.0,False
6985,3,org.joda.time.tz.ZoneInfoCompiler$test<Ljava/lang/String;Lorg/joda/time/DateTimeZone;>,1.0737774249427255e+28,2.2108138638998958e+29,1.6360702560586917e+26,1.4550803803551463e+27,False
6986,3,org.joda.time.Duration$negated<>,1478.0,407542.0,22.0,2834.0,False
6987,3,org.joda.time.DateTimeUtils$toJulianDay<J>,2.0,8018.0,0.0,56.0,False
6988,3,org.joda.time.PeriodType$withYearsRemoved<>,4334290043136.0,88115221539294.0,65499428216.0,580033320988.0,False
6989,3,org.joda.time.base.BaseSingleFieldPeriod$standardPeriodIn<Lorg/joda/time/ReadablePeriod;J>,2.517103609328323e+18,5.203726701892527e+19,3.833902718430632e+16,3.425892465291851e+17,False
6990,3,org.joda.time.chrono.BasicMonthOfYearDateTimeField$roundFloor<J>,50825864.0,131316356.0,617486.0,654330.0,False
6991,3,org.joda.time.MutablePeriod$getYears<>,1010.0,31070.0,0.0,224.0,False
6992,3,org.joda.time.tz.DateTimeZoneBuilder$DSTZone$previousTransition<J>,16371.0,140019.0,798.0,294.0,False
6993,3,org.joda.time.Hours$toStandardWeeks<>,4021.0,1002489.0,0.0,7028.0,False
6994,3,org.joda.time.DateMidnight$dayOfWeek<>,15478686.0,318073114.0,235912.0,2093128.0,False
6995,3,org.joda.time.format.PeriodFormatterBuilder$FieldFormatter$getFieldValue<Lorg/joda/time/ReadablePeriod;>,3.4220521287265873e+22,7.050108371428466e+23,5.213769017196638e+20,4.640338319238729e+21,False
6996,3,org.joda.time.MonthDay$withDayOfMonth<I>,208982760553250.0,4287585524054160.0,3185121045757.0,28212363235791.0,False
6997,3,org.joda.time.chrono.LenientChronology$withUTC<>,4.7929545248701805e+17,9.83353380335196e+18,7304962191262193.0,6.470481814876059e+16,False
6998,3,org.joda.time.Hours$negated<>,48353810.0,998721350.0,736202.0,6575046.0,False
6999,3,org.joda.time.LocalDateTime$now<Lorg/joda/time/Chronology;>,9.0,8011.0,0.0,56.0,False
7000,3,org.joda.time.field.ImpreciseDateTimeField$LinkedDurationField$<init><Lorg/joda/time/field/ImpreciseDateTimeField;Lorg/joda/time/DurationFieldType;>,3.7983769710079084e+18,4.521396925618588e+19,4.572298049958805e+16,2.9650786597458304e+17,False
7001,3,org.joda.time.base.AbstractInstant$toDate<>,56992593055241.0,1169285927887179.0,868628155826.0,7693915132550.0,False
7002,3,org.joda.time.field.UnsupportedDateTimeField$getMinimumValue<J>,25.0,100225.0,0.0,700.0,False
7003,3,org.joda.time.LocalTime$compareTo<Lorg/joda/time/ReadablePartial;>,16.0,16024.0,0.0,112.0,False
7004,3,org.joda.time.chrono.ZonedChronology$convertField<Lorg/joda/time/DurationField;Ljava/util/HashMap;>,1.5511178428337864e+22,3.1823731105111884e+23,2.364065221413358e+20,2.0940068707326768e+21,False
7005,3,org.joda.time.format.DateTimeFormatterBuilder$StringLiteral$parseInto<Lorg/joda/time/format/DateTimeParserBucket;Ljava/lang/String;I>,25.0,3985.0,0.0,28.0,False
7006,3,org.joda.time.Years$plus<I>,1.025541755192833e+21,2.7673761914676367e+23,2.1641083521837076e+16,1.939471751748094e+21,False
7007,3,org.joda.time.DateTime$millisOfDay<>,1412013349079.0,28967774777061.0,21520868280.0,190607328112.0,False
7008,3,org.joda.time.chrono.GregorianChronology$getInstanceUTC<>,9732.0,2298.0,78.0,6.0,False
7009,3,org.joda.time.DateTime$Property$writeObject<Ljava/io/ObjectOutputStream;>,1.0,4009.0,0.0,28.0,False
7010,3,org.joda.time.chrono.BasicChronology$getDayOfYear<JI>,319107.0,1032263.0,3756.0,5680.0,False
7011,3,org.joda.time.DateMidnight$yearOfEra<>,5660053.0,116272017.0,86266.0,765130.0,False
7012,3,org.joda.time.base.AbstractInterval$isBefore<Lorg/joda/time/ReadableInterval;>,3.589316941748471e+16,7.364073571751323e+17,547049306963166.0,4845572823858102.0,False
7013,3,org.joda.time.format.DateTimeFormat$longTime<>,17.0,36073.0,9.0,243.0,False
7014,3,org.joda.time.MutableInterval$<init><JJ>,2083804.0,42647746.0,31762.0,280578.0,False
7015,3,org.joda.time.format.DateTimeFormatterBuilder$TimeZoneName$estimateParsedLength<>,0.0,4010.0,12.0,16.0,False
7016,3,org.joda.time.tz.ZoneInfoCompiler$Zone$<init><Ljava/util/StringTokenizer;>,145382376404715.0,2982881044999635.0,2215759955227.0,19627475904953.0,False
7017,3,org.joda.time.Duration$millis<J>,371.0,91859.0,0.0,644.0,False
7018,3,org.joda.time.MutablePeriod$setPeriod<Lorg/joda/time/ReadableDuration;>,6.0,8014.0,0.0,56.0,False
7019,3,org.joda.time.field.AbstractReadableInstantFieldProperty$compareTo<Lorg/joda/time/ReadableInstant;>,197.0,15843.0,0.0,112.0,False
7020,3,org.joda.time.TimeOfDay$plusMinutes<I>,3.140370213664399e+17,6.443085764857936e+18,4786234821597487.0,4.239566992011885e+16,False
7021,3,org.joda.time.format.ISODateTimeFormat$Constants$ordinalDate<>,4.608219110755279e+21,3.7488859885147976e+22,4.316222196557246e+19,2.507824692776424e+20,False
7022,3,org.joda.time.Period$plusMonths<I>,3567865609190022.0,9.627825581546145e+17,74630014316.0,6747509376316488.0,False
7023,3,org.joda.time.base.AbstractDateTime$getMinuteOfHour<>,43.0,3967.0,0.0,28.0,False
7024,3,org.joda.time.chrono.IslamicChronology$withUTC<>,10.0,4000.0,0.0,28.0,False
7025,3,org.joda.time.chrono.GJChronology$ImpreciseCutoverField$<init><Lorg/joda/time/chrono/GJChronology;Lorg/joda/time/DateTimeField;Lorg/joda/time/DateTimeField;J>,8.440061910157816e+17,1.0047534426455097e+19,1.0160066619032606e+16,6.589059105906827e+16,False
7026,3,org.joda.time.DateMidnight$withFields<Lorg/joda/time/ReadablePartial;>,101390.0,2023910.0,1530.0,13310.0,False
7027,3,org.joda.time.chrono.ISOYearOfEraDateTimeField$getRangeDurationField<>,16510.0,3540.0,130.0,10.0,False
7028,3,org.joda.time.TimeOfDay$withSecondOfMinute<I>,4.148996850993172e+17,8.512483009197749e+18,6323483117494132.0,5.601235614443052e+16,False
7029,3,org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber$printTo<Ljava/io/Writer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;>,2.0,8018.0,0.0,56.0,False
7030,3,org.joda.time.MutablePeriod$<init><JLorg/joda/time/Chronology;>,623.0,19427.0,0.0,140.0,False
7031,3,org.joda.time.chrono.GJDayOfWeekDateTimeField$getMaximumValue<>,1042.0,2968.0,2.0,26.0,False
7032,3,org.joda.time.format.DateTimeFormatterBuilder$Composite$decompose<Ljava/util/List;Ljava/util/List;Ljava/util/List;>,3510.0,20550.0,106.0,62.0,False
7033,3,org.joda.time.DateTimeZone$toString<>,7667.0,12383.0,50.0,90.0,False
7034,3,org.joda.time.DateTime$withChronology<Lorg/joda/time/Chronology;>,1624795037.0,33332596503.0,24763908.0,219327604.0,False
7035,3,org.joda.time.format.DateTimeFormatterBuilder$Fraction$parseInto<Lorg/joda/time/format/DateTimeParserBucket;Ljava/lang/String;I>,869590.0,1055210.0,10162.0,3278.0,False
7036,3,org.joda.time.format.PeriodFormatter$withParseType<Lorg/joda/time/PeriodType;>,1.9319106852244034e+19,3.9684166309236074e+20,2.944139476203867e+17,2.611446790147429e+18,False
7037,3,org.joda.time.field.DelegatedDateTimeField$remainder<J>,6.0,4004.0,0.0,28.0,False
7038,3,org.joda.time.Months$monthsBetween<Lorg/joda/time/ReadableInstant;Lorg/joda/time/ReadableInstant;>,4183664.0,85279436.0,63562.0,561118.0,False
7039,3,org.joda.time.chrono.BasicChronology$getMaxMonth<I>,301495.0,440355.0,3852.0,1328.0,False
7040,3,org.joda.time.Duration$minus<Lorg/joda/time/ReadableDuration;>,855.0,191625.0,22.0,1322.0,False
7041,3,org.joda.time.DateTimeFieldType$minuteOfDay<>,4246.0,3774.0,35.0,21.0,False
7042,3,org.joda.time.chrono.JulianChronology$getInstance<>,1.1981890875619642e+17,2.458281804138304e+18,1826165038085967.0,1.6175535700329496e+16,False
7043,3,org.joda.time.IllegalFieldValueException$<init><Lorg/joda/time/DurationFieldType;Ljava/lang/Number;Ljava/lang/Number;Ljava/lang/Number;>,4162.0,152228.0,0.0,1092.0,False
7044,3,org.joda.time.field.PreciseDurationField$add<JI>,5.009433091293329e+18,1.0348553934439932e+20,7.63054229335505e+16,6.812654569166725e+17,False
7045,3,org.joda.time.tz.DateTimeZoneBuilder$Recurrence$<init><Lorg/joda/time/tz/DateTimeZoneBuilder$OfYear;Ljava/lang/String;I>,116201.0,20139.0,806.0,146.0,False
7046,3,org.joda.time.DurationFieldType$StandardDurationFieldType$hashCode<>,3423.0,587.0,26.0,2.0,False
7047,3,org.joda.time.YearMonth$fromCalendarFields<Ljava/util/Calendar;>,19836676541503.0,406985302910217.0,302331110429.0,2677971987987.0,False
7048,3,org.joda.time.PeriodType$toString<>,91.0,7929.0,0.0,56.0,False
7049,3,org.joda.time.tz.FixedDateTimeZone$getNameKey<J>,2.0,4008.0,2.0,26.0,False
7050,3,org.joda.time.format.PeriodFormatter$getLocale<>,4.0,16036.0,0.0,112.0,False
7051,3,org.joda.time.TimeOfDay$withField<Lorg/joda/time/DateTimeFieldType;I>,2.6902748712534144e+17,5.519628272732873e+18,4100245952961529.0,3.63192955123826e+16,False
7052,3,org.joda.time.field.DecoratedDurationField$isPrecise<>,9.0,4001.0,0.0,28.0,False
7053,3,org.joda.time.LocalDateTime$millisOfDay<>,6606673.0,311514647.0,48720.0,2172576.0,False
7054,3,org.joda.time.field.PreciseDateTimeField$getMaximumValue<>,3205948.0,3795512.0,37176.0,11712.0,False
7055,3,org.joda.time.chrono.ZonedChronology$ZonedDateTimeField$getRangeDurationField<>,797.0,3213.0,2.0,26.0,False
7056,3,org.joda.time.Seconds$negated<>,1.0255834276720868e+21,2.767384666685086e+23,2.227668725399836e+16,1.9394773249818372e+21,False
7057,3,org.joda.time.DateTime$minusSeconds<I>,381149870571.0,7819366731519.0,5809206176.0,51451258876.0,False
7058,3,org.joda.time.LocalDate$withCenturyOfEra<I>,1973264355694.0,40516514035416.0,30069704766.0,266617027142.0,False
7059,3,org.joda.time.DateTime$Property$getChronology<>,689835028.0,14151848652.0,10513962.0,93118742.0,False
7060,3,org.joda.time.chrono.BasicMonthOfYearDateTimeField$getLeapDurationField<>,6581.0,1439.0,46.0,10.0,False
7061,3,org.joda.time.Months$getFieldType<>,3605.0,20455.0,26.0,142.0,False
7062,3,org.joda.time.LocalDate$getChronology<>,17559478877.0,360641505723.0,267565582.0,2373239298.0,False
7063,3,org.joda.time.IllegalFieldValueException$<init><Lorg/joda/time/DateTimeFieldType;Ljava/lang/Number;Ljava/lang/String;>,1.1987830391942051e+17,2.459500390608023e+18,1827070282694532.0,1.6183554018245228e+16,False
7064,3,org.joda.time.DateMidnight$withDurationAdded<JI>,647147.0,13006903.0,9846.0,85494.0,False
7065,3,org.joda.time.MutableDateTime$setMillis<Lorg/joda/time/ReadableInstant;>,14763628883559.0,302879191602821.0,225016366356.0,1992938489908.0,False
7066,3,org.joda.time.tz.DateTimeZoneBuilder$readFrom<Ljava/io/InputStream;Ljava/lang/String;>,9.987841621684616e+28,2.05640956024751e+30,1.5218061063715363e+27,1.3534568791633944e+28,False
7067,3,org.joda.time.field.MillisDurationField$equals<Ljava/lang/Object;>,6796.0,17264.0,52.0,116.0,False
7068,3,org.joda.time.chrono.LimitChronology$LimitException$<init><Lorg/joda/time/chrono/LimitChronology;Ljava/lang/String;Z>,2.8757665824896975e+19,5.90010770633247e+20,4.382967968021814e+17,3.8822808143768817e+18,False
7069,3,org.joda.time.DateTimeUtils$<init><>,1.0,4009.0,0.0,28.0,False
7070,3,org.joda.time.MonthDay$<init><II>,435102585659.0,8936142029661.0,6629979828.0,58805144668.0,False
7071,3,org.joda.time.base.BasePartial$<init><Lorg/joda/time/base/BasePartial;[I>,7.826965462250086e+17,1.6058533582950666e+19,1.1929076302116278e+16,1.0566554804125502e+17,False
7072,3,org.joda.time.LocalDate$Property$addToCopy<I>,11244461.0,230971569.0,171356.0,1519928.0,False
7073,3,org.joda.time.MonthDay$fromCalendarFields<Ljava/util/Calendar;>,435102585578.0,8936142021722.0,6629979828.0,58805144612.0,False
7074,3,org.joda.time.field.UnsupportedDateTimeField$getMinimumValue<Lorg/joda/time/ReadablePartial;>,26.0,104234.0,0.0,728.0,False
7075,3,org.joda.time.LocalTime$get<Lorg/joda/time/DateTimeFieldType;>,75406732061.0,1548957034399.0,1148988891.0,10193201997.0,False
7076,3,org.joda.time.MutableDateTime$<init><Lorg/joda/time/Chronology;>,23.0,28047.0,0.0,196.0,False
7077,3,org.joda.time.chrono.JulianChronology$withZone<Lorg/joda/time/DateTimeZone;>,3.59436935871517e+17,7.374439380851646e+18,5478193487841214.0,4.8523935406983864e+16,False
7078,3,org.joda.time.base.AbstractPartial$indexOf<Lorg/joda/time/DateTimeFieldType;>,539.0,71641.0,0.0,504.0,False
7079,3,org.joda.time.Partial$<init><[Lorg/joda/time/DateTimeFieldType;[ILorg/joda/time/Chronology;>,4966144357200840.0,1.0189023130259598e+17,75688968444416.0,670440337908280.0,False
7080,3,org.joda.time.format.DateTimeFormat$mediumTime<>,15.0,24045.0,8.0,160.0,False
7081,3,org.joda.time.chrono.ISOChronology$hashCode<>,2.3967741995865418e+17,4.917376115591171e+18,3652933659006538.0,3.2356417711416184e+16,False
7082,3,org.joda.time.chrono.LimitChronology$LimitDurationField$<init><Lorg/joda/time/chrono/LimitChronology;Lorg/joda/time/DurationField;>,5752005.0,10713055.0,8236.0,106732.0,False
7083,3,org.joda.time.Hours$toStandardDuration<>,5298.0,1410232.0,22.0,9862.0,False
