org.joda.time.DateMidnight$Property,roundFloorCopy,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight$Property,roundFloorCopy,<>,org.joda.time.DateTimeField,roundFloor,<J>
org.joda.time.DateMidnight$Property,roundFloorCopy,<>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight$Property,roundCeilingCopy,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight$Property,roundCeilingCopy,<>,org.joda.time.DateTimeField,roundCeiling,<J>
org.joda.time.DateMidnight$Property,roundCeilingCopy,<>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight$Property,roundHalfFloorCopy,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight$Property,roundHalfFloorCopy,<>,org.joda.time.DateTimeField,roundHalfFloor,<J>
org.joda.time.DateMidnight$Property,roundHalfFloorCopy,<>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight$Property,roundHalfCeilingCopy,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight$Property,roundHalfCeilingCopy,<>,org.joda.time.DateTimeField,roundHalfCeiling,<J>
org.joda.time.DateMidnight$Property,roundHalfCeilingCopy,<>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight$Property,roundHalfEvenCopy,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight$Property,roundHalfEvenCopy,<>,org.joda.time.DateTimeField,roundHalfEven,<J>
org.joda.time.DateMidnight$Property,roundHalfEvenCopy,<>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,now,<>,org.joda.time.DateMidnight,<init>,<>
org.joda.time.DateMidnight,now,<Lorg/joda/time/DateTimeZone;>,org.joda.time.DateMidnight,<init>,<Lorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,now,<Lorg/joda/time/Chronology;>,org.joda.time.DateMidnight,<init>,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,parse,<Ljava/lang/String;>,org.joda.time.format.ISODateTimeFormat,dateTimeParser,<>
org.joda.time.DateMidnight,parse,<Ljava/lang/String;>,org.joda.time.format.DateTimeFormatter,withOffsetParsed,<>
org.joda.time.DateMidnight,parse,<Ljava/lang/String;>,org.joda.time.DateMidnight,parse,<Ljava/lang/String;Lorg/joda/time/format/DateTimeFormatter;>
org.joda.time.DateMidnight,parse,<Ljava/lang/String;Lorg/joda/time/format/DateTimeFormatter;>,org.joda.time.format.DateTimeFormatter,parseDateTime,<Ljava/lang/String;>
org.joda.time.DateMidnight,parse,<Ljava/lang/String;Lorg/joda/time/format/DateTimeFormatter;>,org.joda.time.DateTime,toDateMidnight,<>
org.joda.time.DateMidnight,<init>,<>,org.joda.time.base.BaseDateTime,<init>,<>
org.joda.time.DateMidnight,<init>,<Lorg/joda/time/DateTimeZone;>,org.joda.time.base.BaseDateTime,<init>,<Lorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,<init>,<Lorg/joda/time/Chronology;>,org.joda.time.base.BaseDateTime,<init>,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,<init>,<J>,org.joda.time.base.BaseDateTime,<init>,<J>
org.joda.time.DateMidnight,<init>,<JLorg/joda/time/DateTimeZone;>,org.joda.time.base.BaseDateTime,<init>,<JLorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,<init>,<JLorg/joda/time/Chronology;>,org.joda.time.base.BaseDateTime,<init>,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,<init>,<Ljava/lang/Object;>,org.joda.time.base.BaseDateTime,<init>,<Ljava/lang/Object;Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,<init>,<Ljava/lang/Object;Lorg/joda/time/DateTimeZone;>,org.joda.time.base.BaseDateTime,<init>,<Ljava/lang/Object;Lorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,<init>,<Ljava/lang/Object;Lorg/joda/time/Chronology;>,org.joda.time.DateTimeUtils,getChronology,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,<init>,<Ljava/lang/Object;Lorg/joda/time/Chronology;>,org.joda.time.base.BaseDateTime,<init>,<Ljava/lang/Object;Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,<init>,<III>,org.joda.time.base.BaseDateTime,<init>,<IIIIIII>
org.joda.time.DateMidnight,<init>,<IIILorg/joda/time/DateTimeZone;>,org.joda.time.base.BaseDateTime,<init>,<IIIIIIILorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,<init>,<IIILorg/joda/time/Chronology;>,org.joda.time.base.BaseDateTime,<init>,<IIIIIIILorg/joda/time/Chronology;>
org.joda.time.DateMidnight,checkInstant,<JLorg/joda/time/Chronology;>,org.joda.time.Chronology,dayOfMonth,<>
org.joda.time.DateMidnight,checkInstant,<JLorg/joda/time/Chronology;>,org.joda.time.DateTimeField,roundFloor,<J>
org.joda.time.DateMidnight,withMillis,<J>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withMillis,<J>,org.joda.time.DateMidnight,checkInstant,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withMillis,<J>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withMillis,<J>,org.joda.time.DateMidnight,<init>,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withChronology,<Lorg/joda/time/Chronology;>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withChronology,<Lorg/joda/time/Chronology;>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withChronology,<Lorg/joda/time/Chronology;>,org.joda.time.DateMidnight,<init>,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.DateTimeUtils,getZone,<Lorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.base.AbstractInstant,getZone,<>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.DateTimeUtils,getZone,<Lorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.DateTimeZone,getMillisKeepLocal,<Lorg/joda/time/DateTimeZone;J>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.Chronology,withZone,<Lorg/joda/time/DateTimeZone;>
org.joda.time.DateMidnight,withZoneRetainFields,<Lorg/joda/time/DateTimeZone;>,org.joda.time.DateMidnight,<init>,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withFields,<Lorg/joda/time/ReadablePartial;>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withFields,<Lorg/joda/time/ReadablePartial;>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withFields,<Lorg/joda/time/ReadablePartial;>,org.joda.time.Chronology,set,<Lorg/joda/time/ReadablePartial;J>
org.joda.time.DateMidnight,withFields,<Lorg/joda/time/ReadablePartial;>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withField,<Lorg/joda/time/DateTimeFieldType;I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withField,<Lorg/joda/time/DateTimeFieldType;I>,org.joda.time.DateTimeFieldType,getField,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withField,<Lorg/joda/time/DateTimeFieldType;I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withField,<Lorg/joda/time/DateTimeFieldType;I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withField,<Lorg/joda/time/DateTimeFieldType;I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withFieldAdded,<Lorg/joda/time/DurationFieldType;I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withFieldAdded,<Lorg/joda/time/DurationFieldType;I>,org.joda.time.DurationFieldType,getField,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withFieldAdded,<Lorg/joda/time/DurationFieldType;I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withFieldAdded,<Lorg/joda/time/DurationFieldType;I>,org.joda.time.DurationField,add,<JI>
org.joda.time.DateMidnight,withFieldAdded,<Lorg/joda/time/DurationFieldType;I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withDurationAdded,<JI>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withDurationAdded,<JI>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withDurationAdded,<JI>,org.joda.time.Chronology,add,<JJI>
org.joda.time.DateMidnight,withDurationAdded,<JI>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withDurationAdded,<Lorg/joda/time/ReadableDuration;I>,org.joda.time.ReadableDuration,getMillis,<>
org.joda.time.DateMidnight,withDurationAdded,<Lorg/joda/time/ReadableDuration;I>,org.joda.time.DateMidnight,withDurationAdded,<JI>
org.joda.time.DateMidnight,withPeriodAdded,<Lorg/joda/time/ReadablePeriod;I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withPeriodAdded,<Lorg/joda/time/ReadablePeriod;I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withPeriodAdded,<Lorg/joda/time/ReadablePeriod;I>,org.joda.time.Chronology,add,<Lorg/joda/time/ReadablePeriod;JI>
org.joda.time.DateMidnight,withPeriodAdded,<Lorg/joda/time/ReadablePeriod;I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,plus,<J>,org.joda.time.DateMidnight,withDurationAdded,<JI>
org.joda.time.DateMidnight,plus,<Lorg/joda/time/ReadableDuration;>,org.joda.time.DateMidnight,withDurationAdded,<Lorg/joda/time/ReadableDuration;I>
org.joda.time.DateMidnight,plus,<Lorg/joda/time/ReadablePeriod;>,org.joda.time.DateMidnight,withPeriodAdded,<Lorg/joda/time/ReadablePeriod;I>
org.joda.time.DateMidnight,plusYears,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,plusYears,<I>,org.joda.time.Chronology,years,<>
org.joda.time.DateMidnight,plusYears,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,plusYears,<I>,org.joda.time.DurationField,add,<JI>
org.joda.time.DateMidnight,plusYears,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,plusMonths,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,plusMonths,<I>,org.joda.time.Chronology,months,<>
org.joda.time.DateMidnight,plusMonths,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,plusMonths,<I>,org.joda.time.DurationField,add,<JI>
org.joda.time.DateMidnight,plusMonths,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,plusWeeks,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,plusWeeks,<I>,org.joda.time.Chronology,weeks,<>
org.joda.time.DateMidnight,plusWeeks,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,plusWeeks,<I>,org.joda.time.DurationField,add,<JI>
org.joda.time.DateMidnight,plusWeeks,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,plusDays,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,plusDays,<I>,org.joda.time.Chronology,days,<>
org.joda.time.DateMidnight,plusDays,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,plusDays,<I>,org.joda.time.DurationField,add,<JI>
org.joda.time.DateMidnight,plusDays,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,minus,<J>,org.joda.time.DateMidnight,withDurationAdded,<JI>
org.joda.time.DateMidnight,minus,<Lorg/joda/time/ReadableDuration;>,org.joda.time.DateMidnight,withDurationAdded,<Lorg/joda/time/ReadableDuration;I>
org.joda.time.DateMidnight,minus,<Lorg/joda/time/ReadablePeriod;>,org.joda.time.DateMidnight,withPeriodAdded,<Lorg/joda/time/ReadablePeriod;I>
org.joda.time.DateMidnight,minusYears,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,minusYears,<I>,org.joda.time.Chronology,years,<>
org.joda.time.DateMidnight,minusYears,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,minusYears,<I>,org.joda.time.DurationField,subtract,<JI>
org.joda.time.DateMidnight,minusYears,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,minusMonths,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,minusMonths,<I>,org.joda.time.Chronology,months,<>
org.joda.time.DateMidnight,minusMonths,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,minusMonths,<I>,org.joda.time.DurationField,subtract,<JI>
org.joda.time.DateMidnight,minusMonths,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,minusWeeks,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,minusWeeks,<I>,org.joda.time.Chronology,weeks,<>
org.joda.time.DateMidnight,minusWeeks,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,minusWeeks,<I>,org.joda.time.DurationField,subtract,<JI>
org.joda.time.DateMidnight,minusWeeks,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,minusDays,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,minusDays,<I>,org.joda.time.Chronology,days,<>
org.joda.time.DateMidnight,minusDays,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,minusDays,<I>,org.joda.time.DurationField,subtract,<JI>
org.joda.time.DateMidnight,minusDays,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,property,<Lorg/joda/time/DateTimeFieldType;>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,property,<Lorg/joda/time/DateTimeFieldType;>,org.joda.time.DateTimeFieldType,getField,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,property,<Lorg/joda/time/DateTimeFieldType;>,org.joda.time.DateTimeField,isSupported,<>
org.joda.time.DateMidnight,property,<Lorg/joda/time/DateTimeFieldType;>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,toYearMonthDay,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,toYearMonthDay,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,toYearMonthDay,<>,org.joda.time.YearMonthDay,<init>,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,toLocalDate,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,toLocalDate,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,toLocalDate,<>,org.joda.time.LocalDate,<init>,<JLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,toInterval,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,toInterval,<>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,toInterval,<>,org.joda.time.DurationFieldType,days,<>
org.joda.time.DateMidnight,toInterval,<>,org.joda.time.DurationFieldType,getField,<Lorg/joda/time/Chronology;>
org.joda.time.DateMidnight,toInterval,<>,org.joda.time.DurationField,add,<JI>
org.joda.time.DateMidnight,toInterval,<>,org.joda.time.Interval,<init>,<JJLorg/joda/time/Chronology;>
org.joda.time.DateMidnight,withEra,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withEra,<I>,org.joda.time.Chronology,era,<>
org.joda.time.DateMidnight,withEra,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withEra,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withEra,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withCenturyOfEra,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withCenturyOfEra,<I>,org.joda.time.Chronology,centuryOfEra,<>
org.joda.time.DateMidnight,withCenturyOfEra,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withCenturyOfEra,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withCenturyOfEra,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withYearOfEra,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withYearOfEra,<I>,org.joda.time.Chronology,yearOfEra,<>
org.joda.time.DateMidnight,withYearOfEra,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withYearOfEra,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withYearOfEra,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withYearOfCentury,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withYearOfCentury,<I>,org.joda.time.Chronology,yearOfCentury,<>
org.joda.time.DateMidnight,withYearOfCentury,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withYearOfCentury,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withYearOfCentury,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withYear,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withYear,<I>,org.joda.time.Chronology,year,<>
org.joda.time.DateMidnight,withYear,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withYear,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withYear,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withWeekyear,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withWeekyear,<I>,org.joda.time.Chronology,weekyear,<>
org.joda.time.DateMidnight,withWeekyear,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withWeekyear,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withWeekyear,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withMonthOfYear,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withMonthOfYear,<I>,org.joda.time.Chronology,monthOfYear,<>
org.joda.time.DateMidnight,withMonthOfYear,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withMonthOfYear,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withMonthOfYear,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withWeekOfWeekyear,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withWeekOfWeekyear,<I>,org.joda.time.Chronology,weekOfWeekyear,<>
org.joda.time.DateMidnight,withWeekOfWeekyear,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withWeekOfWeekyear,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withWeekOfWeekyear,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withDayOfYear,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withDayOfYear,<I>,org.joda.time.Chronology,dayOfYear,<>
org.joda.time.DateMidnight,withDayOfYear,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withDayOfYear,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withDayOfYear,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withDayOfMonth,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withDayOfMonth,<I>,org.joda.time.Chronology,dayOfMonth,<>
org.joda.time.DateMidnight,withDayOfMonth,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withDayOfMonth,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withDayOfMonth,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,withDayOfWeek,<I>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,withDayOfWeek,<I>,org.joda.time.Chronology,dayOfWeek,<>
org.joda.time.DateMidnight,withDayOfWeek,<I>,org.joda.time.base.BaseDateTime,getMillis,<>
org.joda.time.DateMidnight,withDayOfWeek,<I>,org.joda.time.DateTimeField,set,<JI>
org.joda.time.DateMidnight,withDayOfWeek,<I>,org.joda.time.DateMidnight,withMillis,<J>
org.joda.time.DateMidnight,era,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,era,<>,org.joda.time.Chronology,era,<>
org.joda.time.DateMidnight,era,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,centuryOfEra,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,centuryOfEra,<>,org.joda.time.Chronology,centuryOfEra,<>
org.joda.time.DateMidnight,centuryOfEra,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,yearOfCentury,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,yearOfCentury,<>,org.joda.time.Chronology,yearOfCentury,<>
org.joda.time.DateMidnight,yearOfCentury,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,yearOfEra,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,yearOfEra,<>,org.joda.time.Chronology,yearOfEra,<>
org.joda.time.DateMidnight,yearOfEra,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,year,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,year,<>,org.joda.time.Chronology,year,<>
org.joda.time.DateMidnight,year,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,weekyear,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,weekyear,<>,org.joda.time.Chronology,weekyear,<>
org.joda.time.DateMidnight,weekyear,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,monthOfYear,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,monthOfYear,<>,org.joda.time.Chronology,monthOfYear,<>
org.joda.time.DateMidnight,monthOfYear,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
org.joda.time.DateMidnight,weekOfWeekyear,<>,org.joda.time.base.BaseDateTime,getChronology,<>
org.joda.time.DateMidnight,weekOfWeekyear,<>,org.joda.time.Chronology,weekOfWeekyear,<>
org.joda.time.DateMidnight,weekOfWeekyear,<>,org.joda.time.DateMidnight$Property,<init>,<Lorg/joda/time/DateMidnight;Lorg/joda/time/DateTimeField;>
